,resp_acc,appearL_time,appearL_error,disappearL,cond_strength,img_R,pair_inds_0,pair_inds_1,lag_L,eeg_pulse_time,lag_R,num_trial,cond_trial,resp_rt,pressed,press_time,press_error,img_L,log_time,resp_correct,appearR_time,appearR_error,disappearR,block,fmri_tr_time,log_num,fmri_tr_time_error,fmri_tr_time_time,press,disappearL_time,disappearL_error,disappearR_time,disappearR_error
91,True,1232.2834216865067,0.0,,strong,tasks\AssBind\stim\Adice10.jpg,14.0,9.0,9.0,,5.0,44.0,recombined,0.8722832576693236,1,1233.155704944176,0.00048484808189641626,tasks\AssBind\stim\Acandle109.jpg,1234.7656653813256,new,1232.2834216865067,0.0,,1.0,,0.0,,,,,,,
92,True,1235.5507417067429,0.0,,weak,tasks\AssBind\stim\AWILDPIG.jpg,16.0,17.0,2.0,,2.0,45.0,old 2,0.6511494501269226,4,1236.2018911568698,0.000495514739554892,tasks\AssBind\stim\26431734.thl.jpg,1238.0356192894199,old,1235.5507417067429,0.0,,1.0,,0.0,,,,,,,
93,True,1238.851378547772,0.0,,weak,tasks\AssBind\stim\Acleaningpro6.jpg,18.0,19.0,4.0,,12.0,46.0,old 1,1.7311002061851468,4,1240.582478753957,0.0015432021805281693,tasks\AssBind\stim\APILLS9.jpg,1241.3390583536334,old,1238.851378547772,0.0,,1.0,,0.0,,,,,,,
94,True,1242.3103997420053,0.0,,weak,tasks\AssBind\stim\Acleaningpro6.jpg,18.0,19.0,1.0,,1.0,47.0,old 2,1.4123819949033987,4,1243.7227817369087,0.0004941294594118517,tasks\AssBind\stim\APILLS9.jpg,1244.806158809036,old,1242.3103997420053,0.0,,1.0,,0.0,,,,,,,
95,True,1245.4527342384201,0.0,,med,tasks\AssBind\stim\ATOOHOLDE.jpg,4.0,5.0,15.0,,20.0,48.0,old 2,1.0066332758717635,4,1246.459367514292,0.0004701641114479571,tasks\AssBind\stim\sardines.jpg,1247.942722051511,old,1245.4527342384201,0.0,,1.0,,0.0,,,,,,,
96,True,1570.876001349817,0.0,,strong,tasks\AssBind\stim\26370704.thl.jpg,10.0,11.0,,,,1.0,new,0.7121663344767057,1,1571.5881676842937,0.0005096445980825592,tasks\AssBind\stim\gymbars.jpg,1573.3643694836694,new,1570.876001349817,0.0,,2.0,,0.0,,,,,,,
97,True,1573.9515168541504,0.0,,strong,tasks\AssBind\stim\Aaircompress2.jpg,12.0,13.0,,,,2.0,new,0.5982640222221107,1,1574.5497808763726,0.0005313934976811652,tasks\AssBind\stim\AFLAMMABL.jpg,1576.4472572206869,new,1573.9515168541504,0.0,,2.0,,0.0,,,,,,,
98,True,1577.3689103773559,0.0,,strong,tasks\AssBind\stim\26370704.thl.jpg,10.0,11.0,2.0,,2.0,3.0,old 1,0.8380112861550515,4,1578.206921663511,0.0004683632470232624,tasks\AssBind\stim\gymbars.jpg,1579.8575289886346,old,1577.3689103773559,0.0,,2.0,,0.0,,,,,,,
99,True,1580.452857805417,0.0,,strong,tasks\AssBind\stim\Aaircompress2.jpg,12.0,13.0,2.0,,2.0,4.0,old 1,0.76153425881148,4,1581.2143920642284,0.0004953762116883809,tasks\AssBind\stim\AFLAMMABL.jpg,1582.9388278299145,old,1580.452857805417,0.0,,2.0,,0.0,,,,,,,
100,True,1583.8869040593697,0.0,,med,tasks\AssBind\stim\AWREATH9.jpg,4.0,5.0,,,,5.0,new,0.5300625204674816,1,1584.4169665798372,0.0004978697160140655,tasks\AssBind\stim\ACOMB5.jpg,1586.3743861900941,new,1583.8869040593697,0.0,,2.0,,0.0,,,,,,,
101,True,1587.012474448506,0.0,,med,tasks\AssBind\stim\AWREATH9.jpg,4.0,5.0,1.0,,1.0,6.0,old 1,0.5853266130620796,4,1587.5978010615681,0.00048096929720031767,tasks\AssBind\stim\ACOMB5.jpg,1589.4960813454916,old,1587.012474448506,0.0,,2.0,,0.0,,,,,,,
102,True,1590.1131167198337,0.0,,strong,tasks\AssBind\stim\26370704.thl.jpg,10.0,11.0,4.0,,4.0,7.0,old 2,0.8182810168400465,4,1590.9313977366737,0.000521558008131251,tasks\AssBind\stim\gymbars.jpg,1592.5988434822807,old,1590.1131167198337,0.0,,2.0,,0.0,,,,,,,
103,True,1593.2137318396688,0.0,,weak,tasks\AssBind\stim\Aearsyringe.jpg,16.0,17.0,,,,8.0,new,0.8471865512562999,1,1594.060918390925,0.0010307870220458426,tasks\AssBind\stim\sausage.jpg,1595.7001143083316,new,1593.2137318396688,0.0,,2.0,,0.0,,,,,,,
104,True,1596.6810943603025,0.0,,strong,tasks\AssBind\stim\Aaircompress2.jpg,12.0,13.0,5.0,,5.0,9.0,old 2,0.6988345360337007,4,1597.3799288963362,0.0005208653678892006,tasks\AssBind\stim\AFLAMMABL.jpg,1599.1697660592104,old,1596.6810943603025,0.0,,2.0,,0.0,,,,,,,
105,True,1599.8233870212541,0.0,,med,tasks\AssBind\stim\AARTICHO1.jpg,0.0,1.0,,,,10.0,new,0.6857227200919169,1,1600.509109741346,0.00047584376034137676,tasks\AssBind\stim\Atoychameleo2.jpg,1602.3223438967968,new,1599.8233870212541,0.0,,2.0,,0.0,,,,,,,
106,True,1602.848997805162,0.0,,med,tasks\AssBind\stim\AARTICHO1.jpg,0.0,1.0,1.0,,1.0,11.0,old 1,0.5706492919277935,4,1603.4196470970899,0.0005798783058708068,tasks\AssBind\stim\Atoychameleo2.jpg,1605.3376760510973,old,1602.848997805162,0.0,,2.0,,0.0,,,,,,,
107,True,1606.1746516989908,0.0,,weak,tasks\AssBind\stim\AGREENPEP.jpg,22.0,23.0,,,,12.0,new,0.6610824635158679,1,1606.8357341625067,0.0005246056246051012,tasks\AssBind\stim\8252065.thl.jpg,1608.6544091006524,new,1606.1746516989908,0.0,,2.0,,0.0,,,,,,,
108,True,1609.3169277365796,0.0,,med,tasks\AssBind\stim\AWEIGHT7.jpg,2.0,3.0,,,,13.0,new,0.6783631417933975,1,1609.995290878373,0.0005014714446360813,tasks\AssBind\stim\Ahalfchoc.jpg,1611.8021674325532,new,1609.3169277365796,0.0,,2.0,,0.0,,,,,,,
109,True,1612.54258628495,0.0,,weak,tasks\AssBind\stim\AAPPCOVE2.jpg,18.0,19.0,,,,14.0,new,0.7785135001099661,1,1613.32109978506,0.0004824931054372428,tasks\AssBind\stim\ADESKLA12.jpg,1615.0278231918755,new,1612.54258628495,0.0,,2.0,,0.0,,,,,,,
110,True,1615.6098856922163,0.0,,weak,tasks\AssBind\stim\AGREENPEP.jpg,18.0,23.0,1.0,,3.0,15.0,recombined,0.9280524234368386,1,1616.537938115653,0.000538319898851114,tasks\AssBind\stim\ADESKLA12.jpg,1618.0922492864206,new,1615.6098856922163,0.0,,2.0,,0.0,,,,,,,
111,True,1618.6938189904188,0.0,,med,tasks\AssBind\stim\AWREATH9.jpg,0.0,5.0,5.0,,10.0,16.0,recombined,0.9288474357633731,1,1619.6226664261821,0.0005376272587227504,tasks\AssBind\stim\Atoychameleo2.jpg,1621.1791129778244,new,1618.6938189904188,0.0,,2.0,,0.0,,,,,,,
112,True,1622.127843634,0.0,,med,tasks\AssBind\stim\AARTICHO1.jpg,4.0,1.0,11.0,,6.0,17.0,recombined,0.7191970472474623,1,1622.8470406812476,0.0006679821287889354,tasks\AssBind\stim\ACOMB5.jpg,1624.6135503640155,new,1622.127843634,0.0,,2.0,,0.0,,,,,,,
113,True,1625.1450587885226,0.0,,med,tasks\AssBind\stim\AARTICHO1.jpg,0.0,1.0,2.0,,1.0,18.0,old 2,0.64385691939151,4,1625.7889157079142,0.0005097831260627572,tasks\AssBind\stim\Atoychameleo2.jpg,1627.6320079510142,old,1625.1450587885226,0.0,,2.0,,0.0,,,,,,,
114,True,1628.2040509472824,0.0,,med,tasks\AssBind\stim\AWREATH9.jpg,4.0,5.0,2.0,,3.0,19.0,old 2,0.8292683670149472,4,1629.0333193142974,0.0005059043414803455,tasks\AssBind\stim\ACOMB5.jpg,1630.691630795658,old,1628.2040509472824,0.0,,2.0,,0.0,,,,,,,
115,True,1631.3130004671166,0.0,,weak,tasks\AssBind\stim\AAPPCOVE2.jpg,22.0,19.0,8.0,,6.0,20.0,recombined,1.0311761472476064,1,1632.3441766143642,0.0019223533805643456,tasks\AssBind\stim\8252065.thl.jpg,1633.7984813362905,new,1631.3130004671166,0.0,,2.0,,0.0,,,,,,,
116,True,1634.6053505617865,0.0,,med,tasks\AssBind\stim\AWEIGHT7.jpg,2.0,3.0,8.0,,8.0,21.0,old 1,0.8555950637478418,4,1635.4609456255344,0.0004770905125042191,tasks\AssBind\stim\Ahalfchoc.jpg,1637.093023505028,old,1634.6053505617865,0.0,,2.0,,0.0,,,,,,,
117,True,1637.689288292886,0.0,,weak,tasks\AssBind\stim\AAPPCOVE2.jpg,18.0,19.0,7.0,,2.0,22.0,old 1,1.1573926310848037,4,1638.8466809239708,0.0007476357421865032,tasks\AssBind\stim\ADESKLA12.jpg,1640.1765411652934,old,1637.689288292886,0.0,,2.0,,0.0,,,,,,,
118,True,1641.1316290507673,0.0,,weak,tasks\AssBind\stim\AGREENPEP.jpg,22.0,23.0,3.0,,8.0,23.0,old 1,0.9568427025376423,4,1642.088471753305,0.0004984238281622311,tasks\AssBind\stim\8252065.thl.jpg,1643.6224737000377,old,1641.1316290507673,0.0,,2.0,,0.0,,,,,,,
119,True,1644.590665206027,0.0,,weak,tasks\AssBind\stim\AAPPCOVE2.jpg,18.0,19.0,2.0,,2.0,24.0,old 2,0.8170993728006124,4,1645.4077645788277,0.0006764323381958093,tasks\AssBind\stim\ADESKLA12.jpg,1647.079431178353,old,1644.590665206027,0.0,,2.0,,0.0,,,,,,,
120,True,1647.6745946254453,0.0,,weak,tasks\AssBind\stim\AGREENPEP.jpg,22.0,23.0,2.0,,2.0,25.0,old 2,0.9090111925099791,4,1648.5836058179552,0.00047653640046974033,tasks\AssBind\stim\8252065.thl.jpg,1650.163635713425,old,1647.6745946254453,0.0,,2.0,,0.0,,,,,,,
121,True,1650.8418694301345,0.0,,strong,tasks\AssBind\stim\AARMHEL12.jpg,8.0,9.0,,,,26.0,new,0.6134511264822322,1,1651.4553205566167,0.0005097831260627572,tasks\AssBind\stim\thumb-mermaidfamilly.jpg,1653.329123314365,new,1650.8418694301345,0.0,,2.0,,0.0,,,,,,,
122,True,1654.317563580207,0.0,,strong,tasks\AssBind\stim\AARMHEL12.jpg,8.0,9.0,1.0,,1.0,27.0,old 1,0.5917008415299279,4,1654.909264421737,0.0005222506481459277,tasks\AssBind\stim\thumb-mermaidfamilly.jpg,1656.8059393058577,old,1654.317563580207,0.0,,2.0,,0.0,,,,,,,
123,True,1657.3598329130393,0.0,,med,tasks\AssBind\stim\Aclimbersicep.jpg,6.0,7.0,,,,28.0,new,0.6466309430600177,1,1658.0064638560993,0.0005284844091875129,tasks\AssBind\stim\Ahawk3.jpg,1659.8570680681066,new,1657.3598329130393,0.0,,2.0,,0.0,,,,,,,
124,True,1660.818836929798,0.0,,weak,tasks\AssBind\stim\Azebratoy2.jpg,20.0,21.0,,,,29.0,new,0.6645726770650526,1,1661.483409606863,0.0015750636259781459,tasks\AssBind\stim\26375953.thl.jpg,1663.3130236574834,new,1660.818836929798,0.0,,2.0,,0.0,,,,,,,
125,True,1663.9611520322892,0.0,,strong,tasks\AssBind\stim\AARMHEL12.jpg,8.0,9.0,3.0,,3.0,30.0,old 2,1.083001697245436,4,1665.0441537295346,0.0005678263678419171,tasks\AssBind\stim\thumb-mermaidfamilly.jpg,1666.456258772794,old,1663.9611520322892,0.0,,2.0,,0.0,,,,,,,
126,True,1667.1284514949666,0.0,,strong,tasks\AssBind\stim\Aaircompress2.jpg,8.0,13.0,1.0,,22.0,31.0,recombined,0.8208418458805227,1,1667.9492933408471,0.0005423372115274105,tasks\AssBind\stim\thumb-mermaidfamilly.jpg,1669.6166101173656,new,1667.1284514949666,0.0,,2.0,,0.0,,,,,,,
127,True,1670.5457987498123,0.0,,med,tasks\AssBind\stim\Aclimbersicep.jpg,6.0,7.0,4.0,,4.0,32.0,old 1,0.9695882503854136,4,1671.5153870001977,0.00046891735917142796,tasks\AssBind\stim\Ahawk3.jpg,1673.032449927176,old,1670.5457987498123,0.0,,2.0,,0.0,,,,,,,
128,True,1673.9631875630648,0.0,,strong,tasks\AssBind\stim\AARMHEL12.jpg,10.0,9.0,26.0,,3.0,33.0,recombined,1.0471196145153954,1,1675.0103071775802,0.000485540721911093,tasks\AssBind\stim\gymbars.jpg,1676.4524470097474,new,1673.9631875630648,0.0,,2.0,,0.0,,,,,,,
129,True,1677.1137957842043,0.0,,weak,tasks\AssBind\stim\Azebratoy2.jpg,16.0,21.0,26.0,,5.0,34.0,recombined,0.7680676559784843,1,1677.8818634401828,0.0004944065153722477,tasks\AssBind\stim\sausage.jpg,1679.5964956377563,new,1677.1137957842043,0.0,,2.0,,0.0,,,,,,,
130,True,1680.5144739619957,0.0,,weak,tasks\AssBind\stim\Aearsyringe.jpg,20.0,17.0,6.0,,27.0,35.0,recombined,0.8473928194830478,1,1681.3618667814787,0.00046434593446065264,tasks\AssBind\stim\26375953.thl.jpg,1683.0002931652027,new,1680.5144739619957,0.0,,2.0,,0.0,,,,,,,
131,True,1683.7568082367654,0.0,,weak,tasks\AssBind\stim\Aearsyringe.jpg,16.0,17.0,2.0,,1.0,36.0,old 1,0.5467489135246524,4,1684.30355715029,0.0005104757661911208,tasks\AssBind\stim\sausage.jpg,1686.2402074584822,old,1683.7568082367654,0.0,,2.0,,0.0,,,,,,,
132,True,1686.9157491955677,0.0,,med,tasks\AssBind\stim\Aclimbersicep.jpg,2.0,7.0,16.0,,5.0,37.0,recombined,0.9434304193132448,1,1687.859179614881,0.0005103372382109228,tasks\AssBind\stim\Ahalfchoc.jpg,1689.3966926339415,new,1686.9157491955677,0.0,,2.0,,0.0,,,,,,,
133,True,1690.233083650424,0.0,,weak,tasks\AssBind\stim\Azebratoy2.jpg,20.0,21.0,3.0,,4.0,38.0,old 1,0.8066454940433232,4,1691.0397291444674,0.002292777315119565,tasks\AssBind\stim\26375953.thl.jpg,1692.7255227734863,old,1690.233083650424,0.0,,2.0,,0.0,,,,,,,
134,True,1693.6004272758353,0.0,,strong,tasks\AssBind\stim\AARTMELON.jpg,14.0,15.0,,,,39.0,new,0.8277178228493085,1,1694.4281450986846,0.0005093675420084764,tasks\AssBind\stim\ATRACINGT.jpg,1696.0865573771227,new,1693.6004272758353,0.0,,2.0,,0.0,,,,,,,
135,True,1696.8427357843927,0.0,,med,tasks\AssBind\stim\AWEIGHT7.jpg,6.0,3.0,8.0,,19.0,40.0,recombined,0.8296555528402223,1,1697.672391337233,0.0005046575892038163,tasks\AssBind\stim\Ahawk3.jpg,1699.3315088660902,new,1696.8427357843927,0.0,,2.0,,0.0,,,,,,,
136,True,1700.1350736885968,0.0,,med,tasks\AssBind\stim\AWEIGHT7.jpg,2.0,3.0,4.0,,1.0,41.0,old 2,0.9238957515672155,4,1701.058969440164,0.0004732117279218073,tasks\AssBind\stim\Ahalfchoc.jpg,1702.6243597091704,old,1700.1350736885968,0.0,,2.0,,0.0,,,,,,,
137,True,1703.4857288430305,0.0,,med,tasks\AssBind\stim\Aclimbersicep.jpg,6.0,7.0,2.0,,5.0,42.0,old 2,0.8757037916227546,4,1704.3614326346533,0.00047542817617340916,tasks\AssBind\stim\Ahawk3.jpg,1705.975125657484,old,1703.4857288430305,0.0,,2.0,,0.0,,,,,,,
138,True,1706.978066858057,0.0,,strong,tasks\AssBind\stim\AARTMELON.jpg,14.0,15.0,4.0,,4.0,43.0,old 1,0.768124729524061,4,1707.746191587581,0.0004977311880338675,tasks\AssBind\stim\ATRACINGT.jpg,1709.467702814044,old,1706.978066858057,0.0,,2.0,,0.0,,,,,,,
139,True,1710.328705389128,0.0,,strong,tasks\AssBind\stim\AARTMELON.jpg,14.0,15.0,1.0,,1.0,44.0,old 2,0.5619991865635257,4,1710.8907045756914,0.0005201727278745238,tasks\AssBind\stim\ATRACINGT.jpg,1712.826797964227,old,1710.328705389128,0.0,,2.0,,0.0,,,,,,,
140,True,1713.7377647893902,0.0,,strong,tasks\AssBind\stim\AARTMELON.jpg,12.0,15.0,36.0,,1.0,45.0,recombined,0.7588849103642588,1,1714.4966496997545,0.000506596981608709,tasks\AssBind\stim\AFLAMMABL.jpg,1716.2257663016644,new,1713.7377647893902,0.0,,2.0,,0.0,,,,,,,
141,True,1717.171792203532,0.0,,weak,tasks\AssBind\stim\Aearsyringe.jpg,16.0,17.0,10.0,,10.0,46.0,old 2,0.7756249137662508,4,1717.9474171172983,0.00048470955380253145,tasks\AssBind\stim\sausage.jpg,1719.6553075416675,old,1717.171792203532,0.0,,2.0,,0.0,,,,,,,
142,True,1720.530805861841,0.0,,weak,tasks\AssBind\stim\Azebratoy2.jpg,20.0,21.0,9.0,,9.0,47.0,old 2,0.6864743731468934,4,1721.2172802349878,0.0005384584269449988,tasks\AssBind\stim\26375953.thl.jpg,1723.01745929856,old,1720.530805861841,0.0,,2.0,,0.0,,,,,,,
143,True,1723.7063693522819,0.0,,strong,tasks\AssBind\stim\26370704.thl.jpg,14.0,11.0,4.0,,41.0,48.0,recombined,0.7970377444535188,1,1724.5034070967354,0.0004993935243646774,tasks\AssBind\stim\ATRACINGT.jpg,1726.2032249480312,new,1723.7063693522819,0.0,,2.0,,0.0,,,,,,,
144,True,2544.1119896558353,0.0,,weak,tasks\AssBind\stim\sntslrc.jpg,22.0,23.0,,,,1.0,new,0.8810968261018388,1,2544.993086481937,0.00047806020870666543,tasks\AssBind\stim\ADOGTOY.jpg,2546.599884389196,new,2544.1119896558353,0.0,,3.0,,0.0,,,,,,,
145,True,2547.4873111101138,0.0,,strong,tasks\AssBind\stim\Akangarooandb.jpg,10.0,11.0,,,,2.0,new,0.9691913675983415,1,2548.456502477712,0.0005225277043336973,tasks\AssBind\stim\Acautionroads.jpg,2549.9781351800348,new,2547.4873111101138,0.0,,3.0,,0.0,,,,,,,
146,True,2550.5962476083137,0.0,,strong,tasks\AssBind\stim\Akangarooandb.jpg,10.0,11.0,1.0,,1.0,3.0,old 1,0.6412742029237961,4,2551.2375218112375,0.0005089519579541957,tasks\AssBind\stim\Acautionroads.jpg,2553.08290409292,old,2550.5962476083137,0.0,,3.0,,0.0,,,,,,,
147,True,2553.8302616129426,0.0,,weak,tasks\AssBind\stim\Abuilding116.jpg,18.0,19.0,,,,4.0,new,0.5592586866764577,1,2554.389520299619,0.0005286229372813978,tasks\AssBind\stim\22910996.thl.jpg,2556.328199341857,new,2553.8302616129426,0.0,,3.0,,0.0,,,,,,,
148,True,2556.8974812280676,0.0,,med,tasks\AssBind\stim\ALAMP45.jpg,2.0,3.0,,,,5.0,new,0.6887445703941921,1,2557.586225798462,0.0004963459077771404,tasks\AssBind\stim\fullbucket.jpg,2559.3952307249065,new,2556.8974812280676,0.0,,3.0,,0.0,,,,,,,
149,True,2559.948192181589,0.0,,med,tasks\AssBind\stim\ALAMP45.jpg,2.0,3.0,1.0,,1.0,6.0,old 1,0.6160755398855144,4,2560.5642677214746,0.000691670420792434,tasks\AssBind\stim\fullbucket.jpg,2562.4450384518186,old,2559.948192181589,0.0,,3.0,,0.0,,,,,,,
150,True,2563.082051533533,0.0,,med,tasks\AssBind\stim\headcomb1.jpg,0.0,1.0,,,,7.0,new,0.5958623618803358,1,2563.6779138954134,0.000492190067006959,tasks\AssBind\stim\AMUSIHORN.jpg,2565.566048622095,new,2563.082051533533,0.0,,3.0,,0.0,,,,,,,
151,True,2566.474371761561,0.0,,med,tasks\AssBind\stim\Aornamentalt5.jpg,6.0,7.0,,,,8.0,new,0.7298908565408055,1,2567.204262618102,0.0005144930789811042,tasks\AssBind\stim\26687325.thl.jpg,2568.9693635937247,new,2566.474371761561,0.0,,3.0,,0.0,,,,,,,
152,True,2569.550020252797,0.0,,strong,tasks\AssBind\stim\Awindtoy5.jpg,12.0,13.0,,,,9.0,new,0.5712509191334902,1,2570.1212711719304,0.0005124151584823267,tasks\AssBind\stim\Atoothbrush3.jpg,2572.0359366505236,new,2569.550020252797,0.0,,3.0,,0.0,,,,,,,
153,True,2572.5756875561383,0.0,,weak,tasks\AssBind\stim\8018499.thl.jpg,20.0,21.0,,,,10.0,new,0.7085001903378725,1,2573.284187746476,0.0005981640049412817,tasks\AssBind\stim\seahorse.jpg,2575.0591604118144,new,2572.5756875561383,0.0,,3.0,,0.0,,,,,,,
154,True,2575.8679318153986,0.0,,med,tasks\AssBind\stim\headcomb1.jpg,0.0,1.0,4.0,,4.0,11.0,old 1,0.7583712484533862,4,2576.626303063852,0.0005138004389664275,tasks\AssBind\stim\AMUSIHORN.jpg,2578.3552326364916,old,2575.8679318153986,0.0,,3.0,,0.0,,,,,,,
155,True,2579.085215513587,0.0,,weak,tasks\AssBind\stim\Aelectronicg9.jpg,16.0,17.0,,,,12.0,new,0.6005630332983856,1,2579.6857785468856,0.0004682247190430644,tasks\AssBind\stim\Acase2.jpg,2581.5772288439316,new,2579.085215513587,0.0,,3.0,,0.0,,,,,,,
156,True,2582.3359526211993,0.0,,med,tasks\AssBind\stim\AFRYINGP2.jpg,4.0,5.0,,,,13.0,new,0.5788203673878343,1,2582.914772988587,0.00046614679854428687,tasks\AssBind\stim\A56THUND4.jpg,2584.823424563307,new,2582.3359526211993,0.0,,3.0,,0.0,,,,,,,
157,True,2585.6365390380283,0.0,,strong,tasks\AssBind\stim\Akangarooandb.jpg,10.0,11.0,11.0,,11.0,14.0,old 2,0.7103786303346169,4,2586.346917668363,0.0004987008842363139,tasks\AssBind\stim\Acautionroads.jpg,2588.133869482941,old,2585.6365390380283,0.0,,3.0,,0.0,,,,,,,
158,True,2588.8788364643437,0.0,,strong,tasks\AssBind\stim\Awindtoy5.jpg,12.0,13.0,6.0,,6.0,15.0,old 1,0.6015485216566958,4,2589.4803849860004,0.0005408134034041723,tasks\AssBind\stim\Atoothbrush3.jpg,2591.378344261029,old,2588.8788364643437,0.0,,3.0,,0.0,,,,,,,
159,True,2592.221210413539,0.0,,weak,tasks\AssBind\stim\sntslrc.jpg,16.0,23.0,4.0,,15.0,16.0,recombined,0.7231908101616682,1,2592.944401223701,0.0005011943887893722,tasks\AssBind\stim\Acase2.jpg,2594.7063134681403,new,2592.221210413539,0.0,,3.0,,0.0,,,,,,,
160,True,2595.338501813886,0.0,,weak,tasks\AssBind\stim\Aelectronicg9.jpg,18.0,17.0,13.0,,5.0,17.0,recombined,1.0338020844583298,1,2596.3723038983444,0.0005262679608222243,tasks\AssBind\stim\22910996.thl.jpg,2597.8289859760766,new,2595.338501813886,0.0,,3.0,,0.0,,,,,,,
161,True,2598.5308091865136,0.0,,med,tasks\AssBind\stim\AFRYINGP2.jpg,4.0,5.0,5.0,,5.0,18.0,old 1,0.8544652291889179,4,2599.3852744157025,0.0004959303237228596,tasks\AssBind\stim\A56THUND4.jpg,2601.0179779689715,old,2598.5308091865136,0.0,,3.0,,0.0,,,,,,,
162,True,2601.639737373032,0.0,,weak,tasks\AssBind\stim\Abuilding116.jpg,20.0,19.0,9.0,,15.0,19.0,recombined,0.8103752225456446,1,2602.4501125955776,0.000552588285472666,tasks\AssBind\stim\seahorse.jpg,2604.124414928684,new,2601.639737373032,0.0,,3.0,,0.0,,,,,,,
163,True,2604.732040257352,0.0,,weak,tasks\AssBind\stim\Aelectronicg9.jpg,16.0,17.0,4.0,,3.0,20.0,old 1,0.7326495035986227,4,2605.4646897609505,0.0005128307425366074,tasks\AssBind\stim\Acase2.jpg,2607.228031687182,old,2604.732040257352,0.0,,3.0,,0.0,,,,,,,
164,True,2607.7993180542467,0.0,,weak,tasks\AssBind\stim\Aelectronicg9.jpg,16.0,17.0,1.0,,1.0,21.0,old 2,0.43056767675761876,4,2608.2298857310043,0.0005041034771693376,tasks\AssBind\stim\Acase2.jpg,2610.29600183761,old,2607.7993180542467,0.0,,3.0,,0.0,,,,,,,
165,True,2610.9165809178203,0.0,,weak,tasks\AssBind\stim\Abuilding116.jpg,18.0,19.0,5.0,,3.0,22.0,old 1,0.795414888659252,4,2611.7119958064795,0.0004970385477918171,tasks\AssBind\stim\22910996.thl.jpg,2613.414128669765,old,2610.9165809178203,0.0,,3.0,,0.0,,,,,,,
166,True,2614.183923656652,0.0,,strong,tasks\AssBind\stim\Aboxofchocola.jpg,14.0,15.0,,,,23.0,new,0.6086568101209195,1,2614.792580466773,0.0005162939432921121,tasks\AssBind\stim\8245419.thl.jpg,2616.674778900568,new,2614.183923656652,0.0,,3.0,,0.0,,,,,,,
167,True,2617.226199915886,0.0,,strong,tasks\AssBind\stim\launmower.jpg,8.0,9.0,,,,24.0,new,0.7603423636978732,1,2617.986542279584,0.0005153242470896657,tasks\AssBind\stim\Abutanco3.jpg,2619.7226042678617,new,2617.226199915886,0.0,,3.0,,0.0,,,,,,,
168,True,2620.4268350391676,0.0,,weak,tasks\AssBind\stim\Abuilding116.jpg,18.0,19.0,3.0,,3.0,25.0,old 2,0.6491770881293633,4,2621.076012127297,0.0004869260021678201,tasks\AssBind\stim\22910996.thl.jpg,2622.9186073548262,old,2620.4268350391676,0.0,,3.0,,0.0,,,,,,,
169,True,2623.4607284135936,0.0,,med,tasks\AssBind\stim\AFRYINGP2.jpg,0.0,5.0,15.0,,8.0,26.0,recombined,0.7756936236655747,1,2624.236422037259,0.000496900019925306,tasks\AssBind\stim\AMUSIHORN.jpg,2625.9537435231405,new,2623.4607284135936,0.0,,3.0,,0.0,,,,,,,
170,True,2626.586388291833,0.0,,med,tasks\AssBind\stim\ALAMP45.jpg,4.0,3.0,9.0,,21.0,27.0,recombined,0.7115388025304128,1,2627.2979270943633,0.0005218350640916469,tasks\AssBind\stim\A56THUND4.jpg,2629.0851937195152,new,2626.586388291833,0.0,,3.0,,0.0,,,,,,,
171,True,2629.8787508540254,0.0,,med,tasks\AssBind\stim\Aornamentalt5.jpg,6.0,7.0,20.0,,20.0,28.0,old 1,0.6779389689854725,4,2630.556689823011,0.000531393497794852,tasks\AssBind\stim\26687325.thl.jpg,2632.363674295687,old,2629.8787508540254,0.0,,3.0,,0.0,,,,,,,
172,True,2633.27103838944,0.0,,strong,tasks\AssBind\stim\launmower.jpg,8.0,9.0,5.0,,5.0,29.0,old 1,0.668823409462675,4,2633.9398617989027,0.0004772290405981039,tasks\AssBind\stim\Abutanco3.jpg,2635.7611657825832,old,2633.27103838944,0.0,,3.0,,0.0,,,,,,,
173,True,2636.321620788956,0.0,,med,tasks\AssBind\stim\AFRYINGP2.jpg,4.0,5.0,3.0,,4.0,30.0,old 2,0.5935676451731524,4,2636.915188434129,0.0005491250847171614,tasks\AssBind\stim\A56THUND4.jpg,2638.8172783467385,old,2636.321620788956,0.0,,3.0,,0.0,,,,,,,
174,True,2639.56397999877,0.0,,weak,tasks\AssBind\stim\8018499.thl.jpg,22.0,21.0,30.0,,21.0,31.0,recombined,0.7720177825653991,1,2640.335997781335,0.0006391683000401827,tasks\AssBind\stim\ADOGTOY.jpg,2642.0530415553862,new,2639.56397999877,0.0,,3.0,,0.0,,,,,,,
175,True,2642.8229628484464,0.0,,weak,tasks\AssBind\stim\8018499.thl.jpg,20.0,21.0,13.0,,1.0,32.0,old 1,1.133401516826325,4,2643.9563643652727,0.0005218350640916469,tasks\AssBind\stim\seahorse.jpg,2645.3193027178013,old,2642.8229628484464,0.0,,3.0,,0.0,,,,,,,
176,True,2646.2070032565166,0.0,,weak,tasks\AssBind\stim\sntslrc.jpg,22.0,23.0,2.0,,17.0,33.0,old 1,0.9846585755221895,4,2647.191661832039,0.000506735509588907,tasks\AssBind\stim\ADOGTOY.jpg,2648.705601232519,old,2646.2070032565166,0.0,,3.0,,0.0,,,,,,,
